id,supplier,item,description,cost,status,date,product_key_manual,supplier_norm,text_norm,text_norm_compact,matched_key,product_id,product_name,vendor_name,confidence,method
REQ40715,CrowdStrike Inc,Crowdstrik Flacon + M i c r o s o f t 3 6 5 E5,"Annual renewal and capacity expansion of CrowdStrike EDR for Americas teams is required to maintain defensive posture. This transaction via CrowdStrike Inc also bundles Zscaler Internet Access licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q1 following testing in staging environments.",496774.3,PENDING,15/10/2024,,crowdstrike inc,"crowdstrike inc crowdstrik flacon + m i c r o s o f t 3 6 5 e5 annual renewal and capacity expansion of crowdstrike edr for americas teams is required to maintain defensive posture. this transaction via crowdstrike inc also bundles zscaler internet access licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q1 following testing in staging environments.","crowdstrikeinccrowdstrikflacon+microsoft365e5annualrenewalandcapacityexpansionofcrowdstrikeedrforamericasteamsisrequiredtomaintaindefensiveposture.thistransactionviacrowdstrikeincalsobundleszscalerinternetaccesslicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq1followingtestinginstagingenvironments.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ87550,Zscaler Inc,Wiz Defnd + Zscaler IA,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Defnd to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Zscaler Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Firepower 2K series to enhance layered security and comply with internal audit requirements.",280146.08,DRAFT,06/12/2024,,zscaler inc,"zscaler inc wiz defnd + zscaler ia following the results of our latest vulnerability assessment, we are initiating the procurement of wiz defnd to replace outdated solutions currently deployed across apac operations. this request, coordinated via zscaler inc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for firepower 2k series to enhance layered security and comply with internal audit requirements.","zscalerincwizdefnd+zscaleriafollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofwizdefndtoreplaceoutdatedsolutionscurrentlydeployedacrossapacoperations.thisrequest,coordinatedviazscalerinc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforfirepower2kseriestoenhancelayeredsecurityandcomplywithinternalauditrequirements.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,high,keyword+vendor
REQ41584,CC,TaniumMgmt + Cisco FP-2100,"As part of our cloud security strategy, the acquisition of Tanium Endpoint is being processed via CC. This initiative includes additional modules for Wiz Cloud, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",403859.2,DRAFT,25/04/2025,,cc,"cc taniummgmt + cisco fp-2100 as part of our cloud security strategy, the acquisition of tanium endpoint is being processed via cc. this initiative includes additional modules for wiz cloud, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","cctaniummgmt+ciscofp2100aspartofourcloudsecuritystrategy,theacquisitionoftaniumendpointisbeingprocessedviacc.thisinitiativeincludesadditionalmodulesforwizcloud,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",wiz cloud,PROD004,Wiz Cloud,Wiz,medium,keyword
REQ34966,Cisco Systems,WizCld + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Cl0ud to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Cisco Systems, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for WizDefnd to enhance layered security and comply with internal audit requirements.",437442.13,PENDING,20/03/2024,,cisco systems,"cisco systems wizcld + cisco firepower 2000 series following the results of our latest vulnerability assessment, we are initiating the procurement of wiz cl0ud to replace outdated solutions currently deployed across emea operations. this request, coordinated via cisco systems, is part of our broader cyber resilience program. additionally, this order includes partial licensing for wizdefnd to enhance layered security and comply with internal audit requirements.","ciscosystemswizcld+ciscofirepower2000seriesfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofwizcl0udtoreplaceoutdatedsolutionscurrentlydeployedacrossemeaoperations.thisrequest,coordinatedviaciscosystems,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforwizdefndtoenhancelayeredsecurityandcomplywithinternalauditrequirements.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,high,keyword+vendor
REQ89220,Wiz Inc,Wiz Cloud + Wiz Defnd,"Procurement of Wiz Cl0ud is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Zscaler IA to improve overall coverage in APAC.",164199.43,CANCELLED,18/02/2025,,wiz inc,"wiz inc wiz cloud + wiz defnd procurement of wiz cl0ud is being prioritised under the fy23 budget allocation for security enhancements. the acquisition, handled through wiz inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with zscaler ia to improve overall coverage in apac.","wizincwizcloud+wizdefndprocurementofwizcl0udisbeingprioritisedunderthefy23budgetallocationforsecurityenhancements.theacquisition,handledthroughwizinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithzscaleriatoimproveoverallcoverageinapac.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ58589,Zscaler Inc,Wiz Cl0ud + Wiz Defend + Microsft 365 E5,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Wiz Cloud. This purchase, processed via Zscaler Inc, will complement our existing deployment of MS 365 E5 and ensure coverage for 2576 users in APAC. Budget reallocation approved by the CISO on 2025-08-12.",13028.85,ORDERED,27/08/2024,,zscaler inc,"zscaler inc wiz cl0ud + wiz defend + microsft 365 e5 in response to recent threat intelligence reports, it security has recommended immediate onboarding of wiz cloud. this purchase, processed via zscaler inc, will complement our existing deployment of ms 365 e5 and ensure coverage for 2576 users in apac. budget reallocation approved by the ciso on 2025-08-12.","zscalerincwizcl0ud+wizdefend+microsft365e5inresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofwizcloud.thispurchase,processedviazscalerinc,willcomplementourexistingdeploymentofms365e5andensurecoveragefor2576usersinapac.budgetreallocationapprovedbythecisoon20250812.",wiz defend,PROD005,Wiz Defend,Wiz,medium,keyword
REQ74044,Wiz Inc,CS Falcon + Wiz Defend + Cisco FP-2100,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of CS Falcon. This purchase, processed via Wiz Inc, will complement our existing deployment of TaniumMgmt and ensure coverage for 2752 users in EMEA. Budget reallocation approved by the CISO on 2025-10-19.",361555.2,ORDERED,12/01/2024,,wiz inc,"wiz inc cs falcon + wiz defend + cisco fp-2100 in response to recent threat intelligence reports, it security has recommended immediate onboarding of cs falcon. this purchase, processed via wiz inc, will complement our existing deployment of taniummgmt and ensure coverage for 2752 users in emea. budget reallocation approved by the ciso on 2025-10-19.","wizinccsfalcon+wizdefend+ciscofp2100inresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofcsfalcon.thispurchase,processedviawizinc,willcomplementourexistingdeploymentoftaniummgmtandensurecoveragefor2752usersinemea.budgetreallocationapprovedbythecisoon20251019.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ29795,Microsoft Corp,Wiz Defnd + CrowdStrike EDR,"Procurement of Wiz Defend is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Microsoft Corp, addresses critical gaps identified in the last compliance audit. The package will also integrate with Wiz Cloud to improve overall coverage in EMEA.",189734.34,ORDERED,26/09/2025,,microsoft corp,"microsoft corp wiz defnd + crowdstrike edr procurement of wiz defend is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through microsoft corp, addresses critical gaps identified in the last compliance audit. the package will also integrate with wiz cloud to improve overall coverage in emea.","microsoftcorpwizdefnd+crowdstrikeedrprocurementofwizdefendisbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughmicrosoftcorp,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithwizcloudtoimproveoverallcoverageinemea.",wiz defend,PROD005,Wiz Defend,Wiz,medium,keyword
REQ12246,Microsoft Corp,Microsoft E5 + Cisco FP-2100 + Crowdstrik Flacon,"As part of our cloud security strategy, the acquisition of O365 E5 is being processed via Microsoft Corp. This initiative includes additional modules for Zscaler IA, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",100006.37,CANCELLED,26/12/2024,,microsoft corp,"microsoft corp microsoft e5 + cisco fp-2100 + crowdstrik flacon as part of our cloud security strategy, the acquisition of o365 e5 is being processed via microsoft corp. this initiative includes additional modules for zscaler ia, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","microsoftcorpmicrosofte5+ciscofp2100+crowdstrikflaconaspartofourcloudsecuritystrategy,theacquisitionofo365e5isbeingprocessedviamicrosoftcorp.thisinitiativeincludesadditionalmodulesforzscaleria,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ22255,CC,Cisco FP2K + Wiz Defend + Z$caler IA,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Cisco Firepower 2000 Series to replace outdated solutions currently deployed across APAC operations. This request, coordinated via CC, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Wiz Cl0ud to enhance layered security and comply with internal audit requirements.",9677.84,PENDING,19/06/2023,,cc,"cc cisco fp2k + wiz defend + z$caler ia following the results of our latest vulnerability assessment, we are initiating the procurement of cisco firepower 2000 series to replace outdated solutions currently deployed across apac operations. this request, coordinated via cc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for wiz cl0ud to enhance layered security and comply with internal audit requirements.","ccciscofp2k+wizdefend+z$caleriafollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofciscofirepower2000seriestoreplaceoutdatedsolutionscurrentlydeployedacrossapacoperations.thisrequest,coordinatedviacc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforwizcl0udtoenhancelayeredsecurityandcomplywithinternalauditrequirements.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ19744,CC,Wiz Cl0ud + Tanium + Zscaler Internet Access,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Wiz Cloud. This purchase, processed via CC, will complement our existing deployment of CrowdStrike EDR and ensure coverage for 2763 users in Americas. Budget reallocation approved by the CISO on 2024-04-15.",464739.35,CANCELLED,02/02/2023,,cc,"cc wiz cl0ud + tanium + zscaler internet access in response to recent threat intelligence reports, it security has recommended immediate onboarding of wiz cloud. this purchase, processed via cc, will complement our existing deployment of crowdstrike edr and ensure coverage for 2763 users in americas. budget reallocation approved by the ciso on 2024-04-15.","ccwizcl0ud+tanium+zscalerinternetaccessinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofwizcloud.thispurchase,processedviacc,willcomplementourexistingdeploymentofcrowdstrikeedrandensurecoveragefor2763usersinamericas.budgetreallocationapprovedbythecisoon20240415.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ28343,Cisco Systems,CS Falcon + Tanium,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of CrowdStrike EDR. This purchase, processed via Cisco Systems, will complement our existing deployment of Z$caler IA and ensure coverage for 3312 users in EMEA. Budget reallocation approved by the CISO on 2025-03-07.",53354.46,PENDING,05/06/2023,,cisco systems,"cisco systems cs falcon + tanium in response to recent threat intelligence reports, it security has recommended immediate onboarding of crowdstrike edr. this purchase, processed via cisco systems, will complement our existing deployment of z$caler ia and ensure coverage for 3312 users in emea. budget reallocation approved by the ciso on 2025-03-07.","ciscosystemscsfalcon+taniuminresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofcrowdstrikeedr.thispurchase,processedviaciscosystems,willcomplementourexistingdeploymentofz$caleriaandensurecoveragefor3312usersinemea.budgetreallocationapprovedbythecisoon20250307.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ34345,CC,Firepower 2K series + Microsft 365 E5 + TaniumMgmt,"Annual renewal and capacity expansion of Cisco FP2K for EMEA teams is required to maintain defensive posture. This transaction via CC also bundles Wiz Cl0ud licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q4 following testing in staging environments.",41385.81,CANCELLED,12/11/2023,,cc,"cc firepower 2k series + microsft 365 e5 + taniummgmt annual renewal and capacity expansion of cisco fp2k for emea teams is required to maintain defensive posture. this transaction via cc also bundles wiz cl0ud licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q4 following testing in staging environments.","ccfirepower2kseries+microsft365e5+taniummgmtannualrenewalandcapacityexpansionofciscofp2kforemeateamsisrequiredtomaintaindefensiveposture.thistransactionviaccalsobundleswizcl0udlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq4followingtestinginstagingenvironments.",,,,,low,fallback
REQ23399,Cisco Systems,Wiz Cloud + MS 365 E5,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of WizCld. This purchase, processed via Cisco Systems, will complement our existing deployment of Cisco FP2K and ensure coverage for 3241 users in APAC. Budget reallocation approved by the CISO on 2023-01-11.",227177.62,ORDERED,31/07/2023,,cisco systems,"cisco systems wiz cloud + ms 365 e5 in response to recent threat intelligence reports, it security has recommended immediate onboarding of wizcld. this purchase, processed via cisco systems, will complement our existing deployment of cisco fp2k and ensure coverage for 3241 users in apac. budget reallocation approved by the ciso on 2023-01-11.","ciscosystemswizcloud+ms365e5inresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofwizcld.thispurchase,processedviaciscosystems,willcomplementourexistingdeploymentofciscofp2kandensurecoveragefor3241usersinapac.budgetreallocationapprovedbythecisoon20230111.",wiz cloud,PROD004,Wiz Cloud,Wiz,medium,keyword
REQ21101,CrowdStrike Inc,M i c r o s o f t 3 6 5 E5 + Tanium,"Annual renewal and capacity expansion of MS 365 E5 for Americas teams is required to maintain defensive posture. This transaction via CrowdStrike Inc also bundles CS Falcon licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",344231.42,PENDING,12/10/2023,,crowdstrike inc,"crowdstrike inc m i c r o s o f t 3 6 5 e5 + tanium annual renewal and capacity expansion of ms 365 e5 for americas teams is required to maintain defensive posture. this transaction via crowdstrike inc also bundles cs falcon licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q3 following testing in staging environments.","crowdstrikeincmicrosoft365e5+taniumannualrenewalandcapacityexpansionofms365e5foramericasteamsisrequiredtomaintaindefensiveposture.thistransactionviacrowdstrikeincalsobundlescsfalconlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq3followingtestinginstagingenvironments.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,high,keyword+vendor
REQ20082,Tanium Inc,Cisco FP2K + Wiz Cl0ud + Crowdstrik Flacon,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco FP2K. This purchase, processed via Tanium Inc, will complement our existing deployment of WizCld and ensure coverage for 2248 users in APAC. Budget reallocation approved by the CISO on 2025-06-09.",231641.51,PENDING,15/09/2024,,tanium inc,"tanium inc cisco fp2k + wiz cl0ud + crowdstrik flacon in response to recent threat intelligence reports, it security has recommended immediate onboarding of cisco fp2k. this purchase, processed via tanium inc, will complement our existing deployment of wizcld and ensure coverage for 2248 users in apac. budget reallocation approved by the ciso on 2025-06-09.","taniumincciscofp2k+wizcl0ud+crowdstrikflaconinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofciscofp2k.thispurchase,processedviataniuminc,willcomplementourexistingdeploymentofwizcldandensurecoveragefor2248usersinapac.budgetreallocationapprovedbythecisoon20250609.",,,,,low,fallback
REQ49378,CC,MS 365 E5 + Tanium Endpoint + Cisco FP-2100,"As part of our cloud security strategy, the acquisition of Microsft 365 E5 is being processed via CC. This initiative includes additional modules for Wiz Defnd, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",482464.44,CANCELLED,19/08/2024,,cc,"cc ms 365 e5 + tanium endpoint + cisco fp-2100 as part of our cloud security strategy, the acquisition of microsft 365 e5 is being processed via cc. this initiative includes additional modules for wiz defnd, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","ccms365e5+taniumendpoint+ciscofp2100aspartofourcloudsecuritystrategy,theacquisitionofmicrosft365e5isbeingprocessedviacc.thisinitiativeincludesadditionalmodulesforwizdefnd,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",,,,,low,fallback
REQ87624,WWT,TaniumMgmt + Zscaler Internet Access,"As part of our cloud security strategy, the acquisition of Tanium is being processed via WWT. This initiative includes additional modules for Cisco Firepower 2000 Series, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",476737.28,ORDERED,05/03/2024,,wwt,"wwt taniummgmt + zscaler internet access as part of our cloud security strategy, the acquisition of tanium is being processed via wwt. this initiative includes additional modules for cisco firepower 2000 series, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","wwttaniummgmt+zscalerinternetaccessaspartofourcloudsecuritystrategy,theacquisitionoftaniumisbeingprocessedviawwt.thisinitiativeincludesadditionalmodulesforciscofirepower2000series,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ19694,Tanium Inc,Wiz Cl0ud + Tanium Endpoint + Wiz Defnd,"Annual renewal and capacity expansion of WizCld for APAC teams is required to maintain defensive posture. This transaction via Tanium Inc also bundles Cisco FP-2100 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",255773.26,ORDERED,17/03/2023,,tanium inc,"tanium inc wiz cl0ud + tanium endpoint + wiz defnd annual renewal and capacity expansion of wizcld for apac teams is required to maintain defensive posture. this transaction via tanium inc also bundles cisco fp-2100 licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q3 following testing in staging environments.","taniumincwizcl0ud+taniumendpoint+wizdefndannualrenewalandcapacityexpansionofwizcldforapacteamsisrequiredtomaintaindefensiveposture.thistransactionviataniumincalsobundlesciscofp2100licenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq3followingtestinginstagingenvironments.",,,,,low,fallback
REQ98797,Zscaler Inc,Zscaler Internet Access + Cisco Firepower 2000 Series + Wiz Cloud,"As part of our cloud security strategy, the acquisition of Z$caler IA is being processed via Zscaler Inc. This initiative includes additional modules for CrowdStrike Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",133075.49,PENDING,01/07/2025,,zscaler inc,"zscaler inc zscaler internet access + cisco firepower 2000 series + wiz cloud as part of our cloud security strategy, the acquisition of z$caler ia is being processed via zscaler inc. this initiative includes additional modules for crowdstrike falcon, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","zscalerinczscalerinternetaccess+ciscofirepower2000series+wizcloudaspartofourcloudsecuritystrategy,theacquisitionofz$caleriaisbeingprocessedviazscalerinc.thisinitiativeincludesadditionalmodulesforcrowdstrikefalcon,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ25213,CC,Firepower 2K series + WizCld,"Annual renewal and capacity expansion of Cisco Firepower 2000 Series for Americas teams is required to maintain defensive posture. This transaction via CC also bundles O365 E5 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q1 following testing in staging environments.",230389.65,PENDING,03/12/2025,,cc,"cc firepower 2k series + wizcld annual renewal and capacity expansion of cisco firepower 2000 series for americas teams is required to maintain defensive posture. this transaction via cc also bundles o365 e5 licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q1 following testing in staging environments.","ccfirepower2kseries+wizcldannualrenewalandcapacityexpansionofciscofirepower2000seriesforamericasteamsisrequiredtomaintaindefensiveposture.thistransactionviaccalsobundleso365e5licenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq1followingtestinginstagingenvironments.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ25084,Zscaler Inc,Wiz Cl0ud + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Cl0ud to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Zscaler Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for O365 E5 to enhance layered security and comply with internal audit requirements.",340183.97,PENDING,14/05/2024,,zscaler inc,"zscaler inc wiz cl0ud + cisco firepower 2000 series following the results of our latest vulnerability assessment, we are initiating the procurement of wiz cl0ud to replace outdated solutions currently deployed across emea operations. this request, coordinated via zscaler inc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for o365 e5 to enhance layered security and comply with internal audit requirements.","zscalerincwizcl0ud+ciscofirepower2000seriesfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofwizcl0udtoreplaceoutdatedsolutionscurrentlydeployedacrossemeaoperations.thisrequest,coordinatedviazscalerinc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforo365e5toenhancelayeredsecurityandcomplywithinternalauditrequirements.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ93948,Cisco Systems,Wiz Defnd + Wiz Cl0ud + Microsft 365 E5,"Procurement of Wiz Defend is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Cisco Systems, addresses critical gaps identified in the last compliance audit. The package will also integrate with CrowdStrike EDR to improve overall coverage in EMEA.",227539.63,ORDERED,07/03/2025,,cisco systems,"cisco systems wiz defnd + wiz cl0ud + microsft 365 e5 procurement of wiz defend is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through cisco systems, addresses critical gaps identified in the last compliance audit. the package will also integrate with crowdstrike edr to improve overall coverage in emea.","ciscosystemswizdefnd+wizcl0ud+microsft365e5procurementofwizdefendisbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughciscosystems,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithcrowdstrikeedrtoimproveoverallcoverageinemea.",wiz defend,PROD005,Wiz Defend,Wiz,medium,keyword
REQ24936,Wiz Inc,M i c r o s o f t 3 6 5 E5 + Z$caler IA + WizDefnd,"Procurement of MS 365 E5 is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with WizCld to improve overall coverage in APAC.",300500.56,ORDERED,22/08/2023,,wiz inc,"wiz inc m i c r o s o f t 3 6 5 e5 + z$caler ia + wizdefnd procurement of ms 365 e5 is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through wiz inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with wizcld to improve overall coverage in apac.","wizincmicrosoft365e5+z$caleria+wizdefndprocurementofms365e5isbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughwizinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithwizcldtoimproveoverallcoverageinapac.",,,,,low,fallback
REQ41270,Zscaler Inc,Firepower 2K series + Microsft 365 E5 + CrowdStrike EDR,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco Firepower 2000 Series. This purchase, processed via Zscaler Inc, will complement our existing deployment of Zscaler Internet Access and ensure coverage for 3800 users in Americas. Budget reallocation approved by the CISO on 2023-06-23.",212028.36,PENDING,24/02/2025,,zscaler inc,"zscaler inc firepower 2k series + microsft 365 e5 + crowdstrike edr in response to recent threat intelligence reports, it security has recommended immediate onboarding of cisco firepower 2000 series. this purchase, processed via zscaler inc, will complement our existing deployment of zscaler internet access and ensure coverage for 3800 users in americas. budget reallocation approved by the ciso on 2023-06-23.","zscalerincfirepower2kseries+microsft365e5+crowdstrikeedrinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofciscofirepower2000series.thispurchase,processedviazscalerinc,willcomplementourexistingdeploymentofzscalerinternetaccessandensurecoveragefor3800usersinamericas.budgetreallocationapprovedbythecisoon20230623.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ69113,Cisco Systems,Wiz Cloud + Cisco FP2K,"Procurement of WizCld is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Cisco Systems, addresses critical gaps identified in the last compliance audit. The package will also integrate with Cisco FP-2100 to improve overall coverage in Americas.",72584.68,ORDERED,01/11/2025,,cisco systems,"cisco systems wiz cloud + cisco fp2k procurement of wizcld is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through cisco systems, addresses critical gaps identified in the last compliance audit. the package will also integrate with cisco fp-2100 to improve overall coverage in americas.","ciscosystemswizcloud+ciscofp2kprocurementofwizcldisbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughciscosystems,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithciscofp2100toimproveoverallcoverageinamericas.",wiz cloud,PROD004,Wiz Cloud,Wiz,medium,keyword
REQ38905,WWT,Tanium + M i c r o s o f t 3 6 5 E5 + Firepower 2K series,"As part of our cloud security strategy, the acquisition of Tanium is being processed via WWT. This initiative includes additional modules for CrowdStrike Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",88263.44,ORDERED,11/10/2025,,wwt,"wwt tanium + m i c r o s o f t 3 6 5 e5 + firepower 2k series as part of our cloud security strategy, the acquisition of tanium is being processed via wwt. this initiative includes additional modules for crowdstrike falcon, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","wwttanium+microsoft365e5+firepower2kseriesaspartofourcloudsecuritystrategy,theacquisitionoftaniumisbeingprocessedviawwt.thisinitiativeincludesadditionalmodulesforcrowdstrikefalcon,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ65725,CrowdStrike Inc,Wiz Defnd + Zscaler Internet Access,"As part of our cloud security strategy, the acquisition of Wiz Defend is being processed via CrowdStrike Inc. This initiative includes additional modules for Zscaler IA, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",152365.92,DRAFT,10/07/2025,,crowdstrike inc,"crowdstrike inc wiz defnd + zscaler internet access as part of our cloud security strategy, the acquisition of wiz defend is being processed via crowdstrike inc. this initiative includes additional modules for zscaler ia, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","crowdstrikeincwizdefnd+zscalerinternetaccessaspartofourcloudsecuritystrategy,theacquisitionofwizdefendisbeingprocessedviacrowdstrikeinc.thisinitiativeincludesadditionalmodulesforzscaleria,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
